Year,Stage,Match,Team,Skip,1,2,3,4,5,6,7,8,9,10,11,Score,Ends,Outcome,Margin
2015,Round robin,Draw 7,NB,Robichaud,0,0,0,1,0,0,1,0,2,0,,4,10,L,-1
2015,Round robin,Draw 7,NS,Arsenault ,1,0,0,0,0,2,0,1,0,1,,5,10,W,1
2015,Round robin,Draw 8,NON,Horgan ,3,0,0,2,1,0,2,0,,,,8,8,W,4
2015,Round robin,Draw 8,NB,Robichaud,0,1,0,0,0,1,0,2,,,,4,8,L,-4
2015,Round robin,Draw 8,PEI,Birt,0,0,0,1,1,0,1,0,2,0,,5,10,L,-1
2015,Round robin,Draw 8,ALTA,Sweeting ,0,0,3,0,0,1,0,1,0,1,,6,10,W,1
2015,Round robin,Draw 8,SSK,Lawton ,0,1,0,1,0,1,0,0,0,1,,4,10,W,1
2015,Round robin,Draw 8,ONT,Hastings,0,0,1,0,1,0,0,1,0,0,,3,10,L,-1
2015,Round robin,Draw 8,CAN,Homan ,1,0,1,0,2,0,0,2,0,1,0,7,11,L,-1
2015,Round robin,Draw 8,MAN,Jones ,0,3,0,1,0,2,0,0,1,0,1,8,11,W,1
2015,Round robin,Draw 9,ONT,Hastings,0,2,0,2,0,1,0,2,2,,,9,9,W,5
2015,Round robin,Draw 9,BC,Knezevic ,1,0,1,0,1,0,1,0,0,,,4,9,L,-5
2015,Round robin,Draw 9,QUE,Mann ,0,1,0,0,0,1,0,1,,,,3,8,L,-6
2015,Round robin,Draw 9,MAN,Jones,1,0,1,2,4,0,1,0,,,,9,8,W,6
2015,Round robin,Draw 9,NS,Arsenault ,2,0,0,1,0,0,0,1,1,0,,5,10,L,-1
2015,Round robin,Draw 9,PEI,Birt,0,0,1,0,2,1,1,0,0,1,,6,10,W,1
2015,Round robin,Draw 9,NL,Strong,1,0,1,0,1,1,0,1,0,1,,6,10,W,2
2015,Round robin,Draw 9,NON,Horgan ,0,1,0,1,0,0,1,0,1,0,,4,10,L,-2
2015,Round robin,Draw 10,NL,Strong ,0,0,0,3,0,0,0,2,,,,5,8,L,-6
2015,Round robin,Draw 10,CAN,Homan,2,0,3,0,0,0,6,0,,,,11,8,W,6
2015,Round robin,Draw 10,SSK,Lawton ,0,0,2,0,1,0,1,0,0,2,,6,10,W,1
2015,Round robin,Draw 10,NS,Arsenault,0,1,0,1,0,1,0,1,1,0,,5,10,L,-1
2015,Round robin,Draw 10,QUE,Mann,0,3,0,1,0,1,0,0,3,0,0,8,11,L,-1
2015,Round robin,Draw 10,NB,Robichaud ,2,0,1,0,2,0,1,1,0,1,1,9,11,W,1
2015,Round robin,Draw 10,BC,Knezevic ,0,0,2,0,2,0,1,0,0,,,5,9,L,-5
2015,Round robin,Draw 10,ALTA,Sweeting,0,1,0,3,0,3,0,0,3,,,10,9,W,5
2015,Round robin,Draw 11,NS,Arsenault ,1,0,2,0,2,0,0,3,0,1,,9,10,W,3
2015,Round robin,Draw 11,MAN,Jones,0,1,0,1,0,1,1,0,2,0,,6,10,L,-3
2015,Round robin,Draw 11,ONT,Hastings,1,0,1,1,1,1,0,0,2,,,7,9,W,3
2015,Round robin,Draw 11,NL,Strong ,0,1,0,0,0,0,2,1,0,,,4,9,L,-3
2015,Round robin,Draw 11,BC,Knezevic ,0,2,0,1,0,2,0,0,0,,,5,9,L,-2
2015,Round robin,Draw 11,NON,Horgan,1,0,1,0,2,0,1,1,1,,,7,9,W,2
2015,Round robin,Draw 11,QUE,Mann ,2,0,0,0,1,1,0,2,0,,,6,9,L,-4
2015,Round robin,Draw 11,PEI,Birt,0,4,1,2,0,0,2,0,1,,,10,9,W,4
2015,Round robin,Draw 12,QUE,Mann ,1,0,2,0,1,0,0,1,0,1,,6,10,L,-2
2015,Round robin,Draw 12,ALTA,Sweeting,0,2,0,1,0,1,2,0,2,0,,8,10,W,2
2015,Round robin,Draw 12,NB,Robichaud ,2,0,1,0,2,0,1,0,1,0,1,8,11,W,1
2015,Round robin,Draw 12,BC,Knezevic,0,1,0,2,0,1,0,2,0,1,0,7,11,L,-1
2015,Round robin,Draw 12,CAN,Homan ,0,1,0,1,0,0,2,0,1,1,,6,10,L,-1
2015,Round robin,Draw 12,NS,Arsenault,0,0,2,0,0,4,0,1,0,0,,7,10,W,1
2015,Round robin,Draw 12,SSK,Lawton,0,0,0,0,2,0,1,0,1,,,4,9,W,2
2015,Round robin,Draw 12,NL,Strong ,0,0,1,1,0,0,0,0,0,,,2,9,L,-2
2015,Round robin,Draw 13,SSK,Lawton,0,0,1,0,1,0,1,1,0,1,0,5,11,L,-1
2015,Round robin,Draw 13,NON,Horgan ,1,0,0,1,0,2,0,0,1,0,1,6,11,W,1
2015,Round robin,Draw 13,CAN,Homan ,0,2,0,1,0,3,0,1,2,,,9,9,W,4
2015,Round robin,Draw 13,PEI,Birt,0,0,1,0,1,0,3,0,0,,,5,9,L,-4
2015,Round robin,Draw 13,ONT,Hastings ,0,0,2,1,0,0,0,1,1,,,5,9,L,-3
2015,Round robin,Draw 13,ALTA,Sweeting,1,3,0,0,1,1,2,0,0,,,8,9,W,3
2015,Round robin,Draw 13,MAN,Jones ,3,0,1,0,3,0,1,0,1,0,,9,10,W,2
2015,Round robin,Draw 13,NB,Robichaud,0,2,0,2,0,1,0,1,0,1,,7,10,L,-2
2015,Round robin,Draw 14,BC,Knezevic ,1,0,2,0,2,0,0,2,0,0,,7,10,L,-3
2015,Round robin,Draw 14,NL,Strong,0,2,0,1,0,1,2,0,2,2,,10,10,W,3
2015,Round robin,Draw 14,NS,Arsenault,0,0,2,1,0,0,1,1,2,0,,7,10,L,-1
2015,Round robin,Draw 14,QUE,Mann ,0,1,0,0,3,3,0,0,0,1,,8,10,W,1
2015,Round robin,Draw 14,PEI,Birt,0,1,0,0,0,1,0,,,,,2,7,L,-8
2015,Round robin,Draw 14,MAN,Jones ,3,0,1,3,2,0,1,,,,,10,7,W,8
2015,Round robin,Draw 14,NON,Horgan,0,3,0,1,2,0,0,2,0,1,,9,10,W,2
2015,Round robin,Draw 14,ONT,Hastings ,1,0,2,0,0,2,1,0,1,0,,7,10,L,-2
2015,Round robin,Draw 15,PEI,Birt,0,1,1,1,0,2,0,0,1,0,,6,10,L,-2
2015,Round robin,Draw 15,ONT,Hastings ,0,0,0,0,2,0,2,2,0,2,,8,10,W,2
2015,Round robin,Draw 15,NON,Horgan ,1,0,0,0,1,0,0,0,1,,,3,9,L,-3
2015,Round robin,Draw 15,MAN,Jones ,0,0,2,1,0,3,0,0,0,,,6,9,W,3
2015,Round robin,Draw 15,NB,Robichaud,0,1,0,2,0,1,0,0,,,,4,8,L,-5
2015,Round robin,Draw 15,SSK,Lawton ,2,0,1,0,3,0,2,1,,,,9,8,W,5
2015,Round robin,Draw 15,ALTA,Sweeting,1,0,2,0,0,1,0,1,0,2,,7,10,W,1
2015,Round robin,Draw 15,CAN,Homan ,0,1,0,1,1,0,2,0,1,0,,6,10,L,-1
2015,Round robin,Draw 16,CAN,Homan,0,0,0,1,1,0,2,1,0,0,,5,10,L,-1
2015,Round robin,Draw 16,NB,Robichaud ,0,1,2,0,0,1,0,0,0,2,,6,10,W,1
2015,Round robin,Draw 16,ALTA,Sweeting,0,0,1,0,0,0,0,0,,,,1,8,L,-8
2015,Round robin,Draw 16,SSK,Lawton ,2,1,0,2,1,2,0,1,,,,9,8,W,8
2015,Round robin,Draw 16,NL,Strong,0,1,0,1,1,0,1,0,1,,,5,9,L,-2
2015,Round robin,Draw 16,QUE,Mann ,1,0,2,0,0,2,0,2,0,,,7,9,W,2
2015,Round robin,Draw 16,NS,Arsenault,0,2,0,0,2,0,0,0,0,1,,5,10,W,1
2015,Round robin,Draw 16,BC,Knezevic ,0,0,0,2,0,0,0,1,1,0,,4,10,L,-1
2015,Round robin,Draw 17,ALTA,Sweeting,0,2,0,0,0,2,0,1,,,,5,8,L,-5
2015,Round robin,Draw 17,MAN,Jones  ,3,0,1,1,3,0,2,0,,,,10,8,W,5
2015,Round robin,Draw 17,ONT,Hastings,0,0,1,0,1,0,0,2,1,0,,5,10,L,-4
2015,Round robin,Draw 17,NB,Robichaud ,0,1,0,1,0,2,2,0,0,3,,9,10,W,4
2015,Round robin,Draw 17,NON,Horgan ,0,1,1,1,0,1,0,0,0,,,4,9,L,-2
2015,Round robin,Draw 17,CAN,Homan,1,0,0,0,1,0,2,0,2,,,6,9,W,2
2015,Round robin,Draw 17,PEI,Birt,1,0,0,2,0,0,0,0,0,1,0,4,11,L,-1
2015,Round robin,Draw 17,SSK,Lawton ,0,2,1,0,0,0,1,0,0,0,1,5,11,W,1
2015,Playoffs,1 vs. 2,MAN,Jones ,4,0,0,0,0,1,0,2,0,1,,8,10,W,2
2015,Playoffs,1 vs. 2,ALTA,Sweeting,0,1,0,1,1,0,2,0,1,0,,6,10,L,-2
2015,Playoffs,3 vs. 4,SSK,Lawton ,0,0,2,0,0,2,1,0,2,0,1,8,11,W,1
2015,Playoffs,3 vs. 4,CAN,Homan,0,0,0,2,1,0,0,2,0,2,0,7,11,L,-1
2015,Playoffs,Semifinal,ALTA,Sweeting ,0,1,0,3,0,2,0,0,1,0,,7,10,W,1
2015,Playoffs,Semifinal,SSK,Lawton,0,0,1,0,2,0,2,0,0,1,,6,10,L,-1
2015,Playoffs,Third place,SSK,Lawton ,1,0,1,0,1,0,0,1,1,0,,5,10,L,-2
2015,Playoffs,Third place,CAN,Homan,0,2,0,2,0,0,2,0,0,1,,7,10,W,2
2015,Playoffs,Final,MAN,Jones ,2,0,0,1,0,1,0,1,0,1,,6,10,W,1
2015,Playoffs,Final,ALTA,Sweeting,0,2,0,0,1,0,1,0,1,0,,5,10,L,-1
